County of Santa Barbara,,,,,,
Daily Rainfall Record - through 08-31-2020,,,,,,
,,,,,,
#352 - Guadalupe City,,,,,,
"Lat 34-57-45, Long 120-34-17, Elev 85 ft",,,,,,
352,1965,1964,12,24,0.03,
352,1965,1964,12,26,0.48,
352,1965,1964,12,28,0.03,
352,1965,1964,12,29,0.44,
352,1965,1964,12,30,0.06,
352,1965,1964,12,31,0.06,
352,1965,1965,1,4,0.06,
352,1965,1965,1,5,0.49,
352,1965,1965,1,6,0.06,
352,1965,1965,1,7,0.39,
352,1965,1965,1,23,0.16,
352,1965,1965,2,4,0.26,
352,1965,1965,2,5,0.07,
352,1965,1965,3,4,0.50,
352,1965,1965,3,5,0.13,
352,1965,1965,3,6,0.08,
352,1965,1965,3,12,0.01,
352,1965,1965,3,13,0.29,
352,1965,1965,3,30,0.60,
352,1965,1965,3,31,0.06,
352,1965,1965,4,1,0.07,
352,1965,1965,4,2,0.42,
352,1965,1965,4,3,0.15,
352,1965,1965,4,4,0.11,
352,1965,1965,4,5,0.26,
352,1965,1965,4,6,0.31,
352,1965,1965,4,7,0.94,
352,1965,1965,4,8,0.39,
352,1965,1965,4,9,0.72,
352,1965,1965,4,10,0.07,
352,1965,1965,4,11,0.16,
352,1965,1965,4,12,0.05,
352,1966,1965,10,14,0.03,
352,1966,1965,11,13,0.18,
352,1966,1965,11,14,0.24,
352,1966,1965,11,15,1.15,
352,1966,1965,11,16,0.84,
352,1966,1965,11,17,0.50,
352,1966,1965,11,22,0.27,
352,1966,1965,11,23,2.00,
352,1966,1965,11,24,0.70,
352,1966,1965,12,13,0.42,
352,1966,1965,12,14,0.15,
352,1966,1965,12,15,0.05,
352,1966,1965,12,25,0.06,
352,1966,1965,12,28,1.20,
352,1966,1965,12,29,0.24,
352,1966,1965,12,30,0.16,
352,1966,1966,1,27,0.03,
352,1966,1966,1,31,0.93,
352,1966,1966,2,1,0.18,
352,1966,1966,2,4,0.41,
352,1966,1966,2,5,0.50,
352,1966,1966,2,25,0.04,
352,1966,1966,4,10,0.01,
352,1966,1966,7,29,0.21,
352,1966,1966,8,30,0.03,
352,1967,1966,9,29,0.21,
352,1967,1966,11,6,0.44,
352,1967,1966,11,7,0.34,
352,1967,1966,11,15,0.02,
352,1967,1966,11,16,0.08,
352,1967,1966,11,19,0.43,
352,1967,1966,11,20,0.04,
352,1967,1966,11,21,0.24,
352,1967,1966,11,28,0.30,
352,1967,1966,12,1,1.25,
352,1967,1966,12,2,0.26,
352,1967,1966,12,3,0.74,
352,1967,1966,12,4,0.62,
352,1967,1967,1,21,0.91,
352,1967,1967,1,23,1.15,
352,1967,1967,1,24,0.88,
352,1967,1967,1,29,0.08,
352,1967,1967,1,30,0.51,
352,1967,1967,2,13,0.02,
352,1967,1967,3,3,0.12,
352,1967,1967,3,11,0.19,
352,1967,1967,3,12,1.28,
352,1967,1967,3,13,0.18,
352,1967,1967,3,15,0.14,
352,1967,1967,3,16,0.36,
352,1967,1967,3,30,0.92,
352,1967,1967,3,31,0.12,
352,1967,1967,4,1,0.44,
352,1967,1967,4,3,0.08,
352,1967,1967,4,4,0.42,
352,1967,1967,4,6,0.34,
352,1967,1967,4,10,0.74,
352,1967,1967,4,11,0.11,
352,1967,1967,4,15,0.25,
352,1967,1967,4,17,0.40,
352,1967,1967,4,18,0.42,
352,1967,1967,4,19,0.23,
352,1967,1967,4,20,0.23,
352,1967,1967,4,21,0.52,
352,1967,1967,4,23,0.92,
352,1967,1967,4,28,0.07,
352,1967,1967,5,10,0.23,
352,1967,1967,6,1,0.06,
352,1967,1967,6,17,0.09,
352,1968,1967,9,27,0.10,
352,1968,1967,9,28,0.21,
352,1968,1967,9,29,0.03,
352,1968,1967,11,13,0.05,
352,1968,1967,11,17,0.04,
352,1968,1967,11,18,0.55,
352,1968,1967,11,19,0.13,
352,1968,1967,11,20,0.46,
352,1968,1967,11,21,0.36,
352,1968,1967,11,27,0.10,
352,1968,1967,11,29,0.61,
352,1968,1967,11,30,0.10,
352,1968,1967,12,4,0.21,
352,1968,1967,12,5,0.06,
352,1968,1967,12,7,0.01,
352,1968,1967,12,17,0.74,
352,1968,1967,12,18,0.40,
352,1968,1967,12,19,0.08,
352,1968,1968,1,10,0.04,
352,1968,1968,1,26,0.02,
352,1968,1968,1,27,0.46,
352,1968,1968,1,30,0.17,
352,1968,1968,2,5,0.02,
352,1968,1968,2,12,0.20,
352,1968,1968,2,13,0.22,
352,1968,1968,2,16,0.62,
352,1968,1968,2,17,0.03,
352,1968,1968,2,26,0.01,
352,1968,1968,3,6,0.01,
352,1968,1968,3,7,0.83,
352,1968,1968,3,12,0.90,
352,1968,1968,3,16,0.23,
352,1968,1968,4,1,0.83,
352,1969,1968,10,11,0.03,
352,1969,1968,10,12,0.28,
352,1969,1968,10,13,1.25,
352,1969,1968,10,29,0.58,
352,1969,1968,11,2,0.27,
352,1969,1968,11,3,0.04,
352,1969,1968,11,14,0.59,
352,1969,1968,11,15,0.04,
352,1969,1968,11,29,0.02,
352,1969,1968,12,10,0.39,
352,1969,1968,12,13,0.18,
352,1969,1968,12,14,0.37,
352,1969,1968,12,19,0.21,
352,1969,1968,12,25,0.53,
352,1969,1968,12,26,0.19,
352,1969,1968,12,28,0.12,
352,1969,1969,1,13,1.25,
352,1969,1969,1,14,0.07,
352,1969,1969,1,19,3.52,
352,1969,1969,1,20,3.75,
352,1969,1969,1,21,0.63,
352,1969,1969,1,23,0.41,
352,1969,1969,1,24,2.01,
352,1969,1969,1,26,0.86,
352,1969,1969,1,27,0.15,
352,1969,1969,1,28,0.30,
352,1969,1969,1,30,0.06,
352,1969,1969,2,4,0.71,
352,1969,1969,2,5,0.52,
352,1969,1969,2,6,0.24,
352,1969,1969,2,11,0.40,
352,1969,1969,2,14,0.51,
352,1969,1969,2,15,0.16,
352,1969,1969,2,17,0.43,
352,1969,1969,2,18,0.31,
352,1969,1969,2,19,0.39,
352,1969,1969,2,23,1.76,
352,1969,1969,2,24,2.08,
352,1969,1969,2,25,0.43,
352,1969,1969,2,27,0.43,
352,1969,1969,2,28,0.44,
352,1970,1969,10,15,0.29,
352,1970,1969,11,5,0.60,
352,1970,1969,11,6,0.38,
352,1970,1969,11,7,0.02,
352,1970,1969,12,7,0.20,
352,1970,1969,12,18,0.03,
352,1970,1969,12,19,0.20,
352,1970,1969,12,21,0.20,
352,1970,1969,12,25,0.15,
352,1970,1970,1,9,0.69,
352,1970,1970,1,10,0.30,
352,1970,1970,1,14,0.10,
352,1970,1970,1,15,0.65,
352,1970,1970,1,16,0.28,
352,1970,1970,1,17,0.07,
352,1970,1970,1,19,0.10,
352,1970,1970,1,23,0.10,
352,1970,1970,1,26,0.02,
352,1970,1970,1,27,0.03,
352,1970,1970,2,9,0.01,
352,1970,1970,2,10,0.15,
352,1970,1970,2,12,0.06,
352,1970,1970,2,13,0.08,
352,1970,1970,2,16,0.06,
352,1970,1970,2,27,0.45,
352,1970,1970,3,2,1.40,
352,1970,1970,3,4,1.10,
352,1970,1970,3,9,0.10,
352,1970,1970,3,10,0.06,
352,1970,1970,4,13,0.02,
352,1970,1970,4,26,0.02,
352,1971,1970,11,3,0.19,
352,1971,1970,11,4,0.07,
352,1971,1970,11,5,0.05,
352,1971,1970,11,6,0.07,
352,1971,1970,11,11,0.03,
352,1971,1970,11,25,1.60,
352,1971,1970,11,27,0.04,
352,1971,1970,11,28,1.03,
352,1971,1970,11,30,0.03,
352,1971,1970,12,1,0.22,
352,1971,1970,12,2,0.07,
352,1971,1970,12,13,0.25,
352,1971,1970,12,15,0.15,
352,1971,1970,12,16,0.32,
352,1971,1970,12,17,0.10,
352,1971,1970,12,18,0.56,
352,1971,1970,12,19,0.16,
352,1971,1970,12,20,1.08,
352,1971,1970,12,21,0.70,
352,1971,1970,12,27,0.15,
352,1971,1971,1,1,0.40,
352,1971,1971,1,11,0.37,
352,1971,1971,1,12,0.15,
352,1971,1971,1,13,0.26,
352,1971,1971,2,16,0.17,
352,1971,1971,2,19,0.02,
352,1971,1971,3,12,0.24,
352,1971,1971,3,25,0.02,
352,1971,1971,4,13,0.70,
352,1971,1971,4,16,0.10,
352,1971,1971,5,1,0.12,
352,1971,1971,5,3,0.03,
352,1971,1971,5,5,0.03,
352,1971,1971,5,25,0.15,
352,1971,1971,5,26,0.60,
352,1971,1971,5,27,0.05,
352,1972,1971,9,29,0.06,
352,1972,1971,10,15,0.13,
352,1972,1971,10,25,0.04,
352,1972,1971,11,10,0.02,
352,1972,1971,11,11,0.84,
352,1972,1971,11,28,0.15,
352,1972,1971,12,2,0.32,
352,1972,1971,12,3,0.03,
352,1972,1971,12,11,0.20,
352,1972,1971,12,14,0.02,
352,1972,1971,12,21,0.25,
352,1972,1971,12,22,0.24,
352,1972,1971,12,23,0.22,
352,1972,1971,12,26,1.38,
352,1972,1971,12,27,0.14,
352,1972,1971,12,28,0.05,
352,1972,1972,1,25,0.09,
352,1972,1972,1,26,0.13,
352,1972,1972,1,27,0.04,
352,1972,1972,2,4,0.08,
352,1972,1972,2,21,0.25,
352,1972,1972,2,28,0.02,
352,1972,1972,4,10,0.13,
352,1972,1972,4,11,0.08,
352,1972,1972,5,18,0.02,
352,1972,1972,6,6,0.05,
352,1972,1972,7,19,0.03,
352,1973,1972,9,2,0.03,
352,1973,1972,10,10,0.24,
352,1973,1972,10,12,0.21,
352,1973,1972,10,14,0.51,
352,1973,1972,11,3,0.35,
352,1973,1972,11,7,0.11,
352,1973,1972,11,10,1.01,
352,1973,1972,11,14,1.63,
352,1973,1972,11,15,0.06,
352,1973,1972,11,16,0.73,
352,1973,1972,11,17,0.64,
352,1973,1972,12,3,0.27,
352,1973,1972,12,4,0.04,
352,1973,1972,12,6,0.60,
352,1973,1972,12,7,0.34,
352,1973,1972,12,8,0.04,
352,1973,1973,1,2,0.05,
352,1973,1973,1,3,0.03,
352,1973,1973,1,7,0.02,
352,1973,1973,1,8,0.54,
352,1973,1973,1,9,0.75,
352,1973,1973,1,10,0.01,
352,1973,1973,1,15,0.09,
352,1973,1973,1,16,0.94,
352,1973,1973,1,17,0.11,
352,1973,1973,1,18,1.64,
352,1973,1973,1,25,0.06,
352,1973,1973,1,29,0.55,
352,1973,1973,1,30,0.03,
352,1973,1973,2,3,0.56,
352,1973,1973,2,5,0.15,
352,1973,1973,2,6,0.34,
352,1973,1973,2,7,0.08,
352,1973,1973,2,9,0.27,
352,1973,1973,2,10,1.62,
352,1973,1973,2,12,0.82,
352,1973,1973,2,13,0.04,
352,1973,1973,2,14,0.04,
352,1973,1973,2,23,0.40,
352,1973,1973,2,24,0.03,
352,1973,1973,2,26,0.24,
352,1973,1973,2,27,0.57,
352,1973,1973,2,28,0.03,
352,1973,1973,3,3,0.11,
352,1973,1973,3,6,0.33,
352,1973,1973,3,7,0.35,
352,1973,1973,3,8,0.05,
352,1973,1973,3,10,0.36,
352,1973,1973,3,19,1.50,
352,1973,1973,3,20,0.08,
352,1973,1973,3,21,0.20,
352,1973,1973,4,27,0.01,
352,1973,1973,5,14,0.02,
352,1973,1973,5,30,0.01,
352,1973,1973,8,4,0.09,
352,1974,1973,10,6,0.28,
352,1974,1973,10,20,0.03,
352,1974,1973,10,22,0.35,
352,1974,1973,11,10,0.56,
352,1974,1973,11,13,0.13,
352,1974,1973,11,16,0.23,
352,1974,1973,11,17,0.73,
352,1974,1973,11,20,0.07,
352,1974,1973,11,21,0.34,
352,1974,1973,11,24,0.04,
352,1974,1973,12,1,1.32,
352,1974,1973,12,11,0.03,
352,1974,1973,12,13,0.17,
352,1974,1973,12,21,0.61,
352,1974,1973,12,26,0.12,
352,1974,1973,12,27,0.43,
352,1974,1973,12,31,0.14,
352,1974,1974,1,2,1.02,
352,1974,1974,1,3,0.36,
352,1974,1974,1,4,1.23,
352,1974,1974,1,6,0.58,
352,1974,1974,1,11,0.48,
352,1974,1974,1,12,0.15,
352,1974,1974,1,16,1.00,
352,1974,1974,1,17,0.02,
352,1974,1974,1,19,0.06,
352,1974,1974,1,28,0.02,
352,1974,1974,2,12,0.10,
352,1974,1974,2,19,0.16,
352,1974,1974,3,1,2.22,
352,1974,1974,3,2,0.33,
352,1974,1974,3,7,0.62,
352,1974,1974,3,25,0.39,
352,1974,1974,3,26,0.22,
352,1974,1974,3,27,0.10,
352,1974,1974,3,28,0.36,
352,1974,1974,3,29,0.53,
352,1974,1974,3,30,0.22,
352,1974,1974,4,1,0.65,
352,1974,1974,4,8,0.06,
352,1974,1974,4,9,0.05,
352,1974,1974,4,23,0.27,
352,1974,1974,7,9,0.03,
352,1975,1974,10,1,0.02,
352,1975,1974,10,2,0.01,
352,1975,1974,10,4,0.01,
352,1975,1974,10,26,1.05,
352,1975,1974,10,31,0.02,
352,1975,1974,11,21,0.13,
352,1975,1974,12,2,0.03,
352,1975,1974,12,3,3.17,
352,1975,1974,12,27,0.98,
352,1975,1974,12,28,0.36,
352,1975,1975,1,6,0.11,
352,1975,1975,1,7,0.08,
352,1975,1975,1,8,0.12,
352,1975,1975,1,28,0.01,
352,1975,1975,1,31,0.33,
352,1975,1975,2,1,1.80,
352,1975,1975,2,3,0.05,
352,1975,1975,2,4,0.45,
352,1975,1975,2,8,0.40,
352,1975,1975,2,12,0.16,
352,1975,1975,2,13,0.17,
352,1975,1975,3,4,0.04,
352,1975,1975,3,5,0.38,
352,1975,1975,3,6,0.15,
352,1975,1975,3,7,0.65,
352,1975,1975,3,8,0.17,
352,1975,1975,3,10,0.32,
352,1975,1975,3,11,0.04,
352,1975,1975,3,13,0.27,
352,1975,1975,3,15,0.21,
352,1975,1975,3,21,0.27,
352,1975,1975,3,24,0.10,
352,1975,1975,3,25,0.01,
352,1975,1975,4,4,0.32,
352,1975,1975,4,5,0.29,
352,1975,1975,4,7,0.02,
352,1975,1975,4,8,0.07,
352,1975,1975,4,12,0.21,
352,1975,1975,4,14,0.14,
352,1975,1975,4,24,0.04,
352,1976,1975,10,6,0.07,
352,1976,1975,10,10,0.41,
352,1976,1975,10,11,0.04,
352,1976,1975,10,27,0.08,
352,1976,1975,10,29,0.17,
352,1976,1975,10,30,0.02,
352,1976,1975,11,26,0.23,
352,1976,1975,11,28,0.05,
352,1976,1975,12,10,0.08,
352,1976,1975,12,11,0.03,
352,1976,1975,12,12,0.04,
352,1976,1976,2,4,0.16,
352,1976,1976,2,5,0.38,
352,1976,1976,2,6,0.34,
352,1976,1976,2,7,2.60,
352,1976,1976,2,9,0.73,
352,1976,1976,2,13,0.05,
352,1976,1976,2,17,0.05,
352,1976,1976,2,18,0.04,
352,1976,1976,2,24,0.07,
352,1976,1976,2,29,0.33,
352,1976,1976,3,1,0.06,
352,1976,1976,3,2,0.84,
352,1976,1976,3,8,0.02,
352,1976,1976,3,10,0.02,
352,1976,1976,4,7,0.42,
352,1976,1976,4,8,0.16,
352,1976,1976,4,9,0.09,
352,1976,1976,4,12,0.28,
352,1976,1976,4,13,0.03,
352,1976,1976,6,9,0.08,
352,1976,1976,8,14,0.08,
352,1976,1976,8,18,0.02,
352,1976,1976,8,19,0.62,
352,1977,1976,9,4,0.02,
352,1977,1976,9,9,0.40,
352,1977,1976,9,10,0.85,
352,1977,1976,9,27,0.02,
352,1977,1976,9,28,0.92,
352,1977,1976,9,29,0.43,
352,1977,1976,10,1,1.11,
352,1977,1976,10,20,0.10,
352,1977,1976,11,11,1.08,
352,1977,1976,11,13,0.07,
352,1977,1976,12,29,0.57,
352,1977,1976,12,30,0.64,
352,1977,1976,12,31,1.24,
352,1977,1977,1,3,0.05,
352,1977,1977,1,5,0.49,
352,1977,1977,1,6,0.41,
352,1977,1977,1,27,0.04,
352,1977,1977,1,28,0.03,
352,1977,1977,2,19,0.05,
352,1977,1977,2,22,0.04,
352,1977,1977,2,23,0.02,
352,1977,1977,3,15,1.19,
352,1977,1977,3,16,0.18,
352,1977,1977,3,24,0.17,
352,1977,1977,3,29,0.08,
352,1977,1977,4,9,0.02,
352,1977,1977,5,6,0.14,
352,1977,1977,5,7,1.90,
352,1977,1977,5,10,0.07,
352,1977,1977,5,11,0.09,
352,1977,1977,5,21,0.02,
352,1978,1977,10,28,0.14,
352,1978,1977,11,4,0.13,
352,1978,1977,11,22,0.11,
352,1978,1977,12,14,0.20,
352,1978,1977,12,17,0.44,
352,1978,1977,12,21,0.15,
352,1978,1977,12,22,0.80,
352,1978,1977,12,23,1.01,
352,1978,1977,12,27,0.74,
352,1978,1977,12,28,0.24,
352,1978,1977,12,29,0.03,
352,1978,1978,1,2,0.92,
352,1978,1978,1,3,0.06,
352,1978,1978,1,4,0.44,
352,1978,1978,1,5,0.47,
352,1978,1978,1,7,0.66,
352,1978,1978,1,9,0.78,
352,1978,1978,1,10,0.05,
352,1978,1978,1,12,0.05,
352,1978,1978,1,13,0.03,
352,1978,1978,1,14,1.37,
352,1978,1978,1,16,0.62,
352,1978,1978,1,18,0.47,
352,1978,1978,1,19,0.17,
352,1978,1978,2,4,0.23,
352,1978,1978,2,6,0.02,
352,1978,1978,2,7,0.70,
352,1978,1978,2,8,1.09,
352,1978,1978,2,9,2.00,
352,1978,1978,2,10,0.40,
352,1978,1978,2,11,1.36,
352,1978,1978,2,12,0.03,
352,1978,1978,2,28,0.99,
352,1978,1978,3,1,0.15,
352,1978,1978,3,2,0.19,
352,1978,1978,3,3,1.94,
352,1978,1978,3,4,0.14,
352,1978,1978,3,8,0.15,
352,1978,1978,3,9,0.32,
352,1978,1978,3,11,0.11,
352,1978,1978,3,21,0.69,
352,1978,1978,3,22,0.03,
352,1978,1978,3,23,0.07,
352,1978,1978,3,29,0.03,
352,1978,1978,3,30,0.50,
352,1978,1978,3,31,0.30,
352,1978,1978,4,1,0.08,
352,1978,1978,4,3,0.22,
352,1978,1978,4,6,0.71,
352,1978,1978,4,7,0.60,
352,1978,1978,4,14,0.14,
352,1978,1978,4,15,1.16,
352,1978,1978,4,24,0.27,
352,1978,1978,4,25,0.07,
352,1979,1978,9,2,1.38,
352,1979,1978,9,5,0.03,
352,1979,1978,11,10,0.06,
352,1979,1978,11,12,0.38,
352,1979,1978,11,20,0.14,
352,1979,1978,11,21,0.40,
352,1979,1978,11,22,0.12,
352,1979,1978,12,1,0.28,
352,1979,1978,12,16,0.31,
352,1979,1978,12,18,0.46,
352,1979,1978,12,19,0.05,
352,1979,1979,1,4,0.14,
352,1979,1979,1,5,0.42,
352,1979,1979,1,8,0.16,
352,1979,1979,1,11,0.09,
352,1979,1979,1,13,1.54,
352,1979,1979,1,15,0.57,
352,1979,1979,1,16,0.10,
352,1979,1979,1,17,0.57,
352,1979,1979,1,18,0.23,
352,1979,1979,1,27,0.09,
352,1979,1979,1,30,0.52,
352,1979,1979,1,31,0.75,
352,1979,1979,2,1,0.63,
352,1979,1979,2,2,0.02,
352,1979,1979,2,13,0.73,
352,1979,1979,2,15,0.18,
352,1979,1979,2,17,0.12,
352,1979,1979,2,20,0.99,
352,1979,1979,2,21,0.05,
352,1979,1979,2,22,0.18,
352,1979,1979,2,24,0.13,
352,1979,1979,2,28,0.18,
352,1979,1979,3,15,0.16,
352,1979,1979,3,16,0.61,
352,1979,1979,3,17,0.37,
352,1979,1979,3,19,0.06,
352,1979,1979,3,26,0.59,
352,1979,1979,3,27,0.70,
352,1979,1979,3,28,0.33,
352,1979,1979,4,26,0.08,
352,1979,1979,5,7,0.04,
352,1979,1979,5,8,0.10,
352,1980,1979,9,28,0.01,
352,1980,1979,9,29,0.49,
352,1980,1979,10,18,0.06,
352,1980,1979,10,19,0.25,
352,1980,1979,10,25,0.19,
352,1980,1979,11,7,0.28,
352,1980,1979,11,16,0.20,
352,1980,1979,12,7,0.07,
352,1980,1979,12,19,0.05,
352,1980,1979,12,20,0.05,
352,1980,1979,12,22,1.86,
352,1980,1979,12,29,0.15,
352,1980,1980,1,5,0.09,
352,1980,1980,1,8,0.23,
352,1980,1980,1,10,0.03,
352,1980,1980,1,11,1.20,
352,1980,1980,1,12,0.50,
352,1980,1980,1,13,0.59,
352,1980,1980,1,14,0.12,
352,1980,1980,1,15,0.08,
352,1980,1980,1,16,0.21,
352,1980,1980,1,17,0.07,
352,1980,1980,1,27,0.02,
352,1980,1980,1,28,0.14,
352,1980,1980,2,13,0.04,
352,1980,1980,2,14,1.96,
352,1980,1980,2,15,0.28,
352,1980,1980,2,16,1.53,
352,1980,1980,2,17,1.40,
352,1980,1980,2,19,0.14,
352,1980,1980,2,20,0.75,
352,1980,1980,2,21,0.02,
352,1980,1980,2,29,0.67,
352,1980,1980,3,3,0.02,
352,1980,1980,3,4,0.64,
352,1980,1980,3,5,0.49,
352,1980,1980,3,6,0.05,
352,1980,1980,3,18,0.09,
352,1980,1980,3,25,0.12,
352,1980,1980,4,1,0.03,
352,1980,1980,4,5,0.13,
352,1980,1980,4,21,0.43,
352,1980,1980,5,9,0.22,
352,1980,1980,5,20,0.11,
352,1980,1980,7,2,0.09,
352,1981,1980,12,3,0.88,
352,1981,1980,12,4,0.18,
352,1981,1981,1,2,0.10,
352,1981,1981,1,15,0.11,
352,1981,1981,1,22,0.86,
352,1981,1981,1,23,0.08,
352,1981,1981,1,26,0.07,
352,1981,1981,1,27,0.70,
352,1981,1981,1,28,0.53,
352,1981,1981,1,29,0.67,
352,1981,1981,2,8,1.43,
352,1981,1981,2,9,0.02,
352,1981,1981,2,23,0.04,
352,1981,1981,2,24,0.05,
352,1981,1981,2,25,0.66,
352,1981,1981,2,27,1.22,
352,1981,1981,3,4,2.40,
352,1981,1981,3,5,0.03,
352,1981,1981,3,12,0.07,
352,1981,1981,3,14,0.06,
352,1981,1981,3,18,0.97,
352,1981,1981,3,19,0.62,
352,1981,1981,3,20,0.24,
352,1981,1981,3,21,0.16,
352,1981,1981,3,25,0.16,
352,1981,1981,4,18,0.38,
352,1981,1981,5,26,0.02,
352,1982,1981,10,27,0.29,
352,1982,1981,10,28,0.39,
352,1982,1981,11,13,0.13,
352,1982,1981,11,16,0.17,
352,1982,1981,11,23,0.10,
352,1982,1981,11,27,0.84,
352,1982,1981,11,28,0.60,
352,1982,1981,12,12,0.12,
352,1982,1981,12,19,0.15,
352,1982,1981,12,21,0.03,
352,1982,1981,12,29,0.33,
352,1982,1981,12,30,0.06,
352,1982,1981,12,31,0.51,
352,1982,1982,1,4,0.42,
352,1982,1982,1,5,0.06,
352,1982,1982,1,18,0.02,
352,1982,1982,1,19,0.35,
352,1982,1982,1,20,0.72,
352,1982,1982,1,21,0.06,
352,1982,1982,1,26,0.02,
352,1982,1982,1,27,0.01,
352,1982,1982,1,28,0.31,
352,1982,1982,2,5,0.08,
352,1982,1982,2,9,0.13,
352,1982,1982,2,10,0.65,
352,1982,1982,2,14,0.17,
352,1982,1982,2,15,0.24,
352,1982,1982,2,16,0.04,
352,1982,1982,2,28,0.08,
352,1982,1982,3,1,0.48,
352,1982,1982,3,2,0.03,
352,1982,1982,3,9,0.10,
352,1982,1982,3,10,0.11,
352,1982,1982,3,11,0.11,
352,1982,1982,3,12,0.01,
352,1982,1982,3,14,0.15,
352,1982,1982,3,15,0.25,
352,1982,1982,3,16,0.74,
352,1982,1982,3,17,0.20,
352,1982,1982,3,18,0.58,
352,1982,1982,3,19,0.01,
352,1982,1982,3,25,0.39,
352,1982,1982,3,27,0.36,
352,1982,1982,3,29,0.38,
352,1982,1982,3,31,1.27,
352,1982,1982,4,1,0.23,
352,1982,1982,4,9,0.16,
352,1982,1982,4,10,1.28,
352,1982,1982,6,29,0.05,
352,1983,1982,9,23,0.02,
352,1983,1982,9,25,0.37,
352,1983,1982,10,23,0.16,
352,1983,1982,10,25,0.32,
352,1983,1982,10,29,0.44,
352,1983,1982,11,8,0.62,
352,1983,1982,11,9,0.52,
352,1983,1982,11,10,0.05,
352,1983,1982,11,18,0.58,
352,1983,1982,11,22,0.53,
352,1983,1982,11,23,0.01,
352,1983,1982,11,27,0.25,
352,1983,1982,11,29,0.55,
352,1983,1982,11,30,0.21,
352,1983,1982,12,21,0.36,
352,1983,1982,12,22,0.37,
352,1983,1982,12,23,0.02,
352,1983,1983,1,18,1.22,
352,1983,1983,1,21,0.15,
352,1983,1983,1,22,1.40,
352,1983,1983,1,24,0.19,
352,1983,1983,1,26,2.15,
352,1983,1983,1,27,0.12,
352,1983,1983,1,28,0.81,
352,1983,1983,2,2,0.49,
352,1983,1983,2,4,0.19,
352,1983,1983,2,5,0.63,
352,1983,1983,2,7,0.60,
352,1983,1983,2,8,0.02,
352,1983,1983,2,12,0.76,
352,1983,1983,2,15,0.02,
352,1983,1983,2,17,0.06,
352,1983,1983,2,25,0.48,
352,1983,1983,2,26,1.33,
352,1983,1983,2,27,0.20,
352,1983,1983,2,28,0.85,
352,1983,1983,3,1,0.20,
352,1983,1983,3,2,0.46,
352,1983,1983,3,3,0.29,
352,1983,1983,3,5,0.27,
352,1983,1983,3,7,0.01,
352,1983,1983,3,11,0.23,
352,1983,1983,3,16,0.32,
352,1983,1983,3,17,0.36,
352,1983,1983,3,18,0.07,
352,1983,1983,3,19,0.48,
352,1983,1983,3,22,0.30,
352,1983,1983,3,23,0.82,
352,1983,1983,3,24,0.12,
352,1983,1983,4,11,0.11,
352,1983,1983,4,17,0.61,
352,1983,1983,4,18,0.07,
352,1983,1983,4,19,0.21,
352,1983,1983,4,20,0.32,
352,1983,1983,4,21,0.02,
352,1983,1983,4,23,0.13,
352,1983,1983,4,27,0.16,
352,1983,1983,4,28,0.03,
352,1983,1983,4,29,0.09,
352,1983,1983,4,30,0.08,
352,1983,1983,5,5,0.11,
352,1983,1983,8,18,0.29,
352,1983,1983,8,30,0.08,
352,1984,1983,9,29,0.04,
352,1984,1983,9,30,1.33,
352,1984,1983,10,29,0.41,
352,1984,1983,10,30,0.15,
352,1984,1983,11,10,0.28,
352,1984,1983,11,11,0.06,
352,1984,1983,11,12,0.04,
352,1984,1983,11,16,0.11,
352,1984,1983,11,17,0.06,
352,1984,1983,11,19,0.39,
352,1984,1983,11,20,0.23,
352,1984,1983,11,23,0.57,
352,1984,1983,11,30,0.02,
352,1984,1983,12,2,0.28,
352,1984,1983,12,3,0.19,
352,1984,1983,12,8,0.06,
352,1984,1983,12,9,0.31,
352,1984,1983,12,10,0.12,
352,1984,1983,12,16,0.04,
352,1984,1983,12,23,0.13,
352,1984,1983,12,24,1.78,
352,1984,1983,12,30,0.02,
352,1984,1984,1,15,0.03,
352,1984,1984,1,16,0.03,
352,1984,1984,1,20,0.03,
352,1984,1984,2,9,0.20,
352,1984,1984,2,13,0.03,
352,1984,1984,2,15,0.11,
352,1984,1984,2,16,0.03,
352,1984,1984,3,13,0.51,
352,1984,1984,3,16,0.07,
352,1984,1984,3,30,0.03,
352,1984,1984,4,4,0.02,
352,1984,1984,4,5,0.21,
352,1984,1984,4,18,0.28,
352,1984,1984,6,4,0.02,
352,1985,1984,10,10,0.02,
352,1985,1984,10,11,0.33,
352,1985,1984,10,16,0.08,
352,1985,1984,11,7,0.24,
352,1985,1984,11,12,0.51,
352,1985,1984,11,15,0.10,
352,1985,1984,11,20,0.05,
352,1985,1984,11,21,0.12,
352,1985,1984,11,23,0.32,
352,1985,1984,11,24,0.30,
352,1985,1984,11,27,0.19,
352,1985,1984,12,1,0.06,
352,1985,1984,12,3,0.07,
352,1985,1984,12,5,0.03,
352,1985,1984,12,7,0.08,
352,1985,1984,12,8,0.44,
352,1985,1984,12,16,0.90,
352,1985,1984,12,17,0.07,
352,1985,1984,12,18,0.25,
352,1985,1984,12,19,0.50,
352,1985,1984,12,27,0.02,
352,1985,1985,1,6,0.25,
352,1985,1985,1,7,0.30,
352,1985,1985,1,9,0.10,
352,1985,1985,1,26,0.04,
352,1985,1985,1,28,0.17,
352,1985,1985,2,1,0.13,
352,1985,1985,2,7,0.08,
